seq,court,courtCode,title,rocYear,adYear,caseWord,caseNum,caseType,docType,rocDate,adDate,reason,size,judgmentId
638,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智上重訴 字第 8 號刑事裁定,113,2024,刑智上重訴,8,刑事,裁定,113.11.06,2024-11-06,違反營業秘密法,,"IPCM,113,刑智上重訴,8,20241106,1"
639,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智聲 字第 34 號刑事裁定,113,2024,刑智聲,34,刑事,裁定,113.11.06,2024-11-06,營業秘密限制閱覽,,"IPCM,113,刑智聲,34,20241106,1"
640,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智聲 字第 33 號刑事裁定,113,2024,刑智聲,33,刑事,裁定,113.11.06,2024-11-06,營業秘密限制閱覽,,"IPCM,113,刑智聲,33,20241106,1"
641,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 刑營訴 字第 2 號刑事判決,112,2023,刑營訴,2,刑事,判決,113.11.05,2024-11-05,違反營業秘密法等,,"IPCM,112,刑營訴,2,20241105,1"
642,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲上 字第 24 號民事裁定,113,2024,民聲上,24,民事,裁定,113.11.01,2024-11-01,撤銷營業秘密限制閱覽,,"IPCV,113,民聲上,24,20241101,1"
643,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 16 號刑事裁定,113,2024,刑營訴,16,刑事,裁定,113.10.30,2024-10-30,違反營業秘密法等,,"IPCM,113,刑營訴,16,20241030,1"
644,智慧財產及商業法院,IPC,智慧財產及商業法院 111 年度 刑智上更一 字第 1 號刑事裁定,111,2022,刑智上更一,1,刑事,裁定,113.10.30,2024-10-30,違反營業秘密法,,"IPCM,111,刑智上更一,1,20241030,1"
645,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民營上 字第 4 號民事裁定,113,2024,民營上,4,民事,裁定,113.10.28,2024-10-28,營業秘密排除侵害等（勞動）,,"IPCV,113,民營上,4,20241028,1"
646,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲上 字第 19 號民事裁定,113,2024,民聲上,19,民事,裁定,113.10.28,2024-10-28,營業秘密限制閱覽,,"IPCV,113,民聲上,19,20241028,2"
647,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 14 號刑事判決,113,2024,刑營訴,14,刑事,判決,113.10.25,2024-10-25,違反營業秘密法等,,"IPCM,113,刑營訴,14,20241025,2"
648,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智上重訴 字第 9 號刑事裁定,113,2024,刑智上重訴,9,刑事,裁定,113.10.24,2024-10-24,違反營業秘密法,,"IPCM,113,刑智上重訴,9,20241024,1"
649,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲上 字第 22 號民事裁定,113,2024,民聲上,22,民事,裁定,113.10.24,2024-10-24,營業秘密限制閱覽,,"IPCV,113,民聲上,22,20241024,1"
650,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲上 字第 21 號民事裁定,113,2024,民聲上,21,民事,裁定,113.10.22,2024-10-22,營業秘密限制閱覽,,"IPCV,113,民聲上,21,20241022,1"
651,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營聲 字第 11 號刑事裁定,113,2024,刑營聲,11,刑事,裁定,113.10.21,2024-10-21,營業秘密限制閱覽,,"IPCM,113,刑營聲,11,20241021,1"
652,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營聲 字第 2 號刑事裁定,113,2024,刑營聲,2,刑事,裁定,113.10.18,2024-10-18,營業秘密限制閱覽,,"IPCM,113,刑營聲,2,20241018,1"
653,智慧財產及商業法院,IPC,智慧財產及商業法院 111 年度 民營訴 字第 5 號民事判決,111,2022,民營訴,5,民事,判決,113.10.18,2024-10-18,營業秘密損害賠償等（勞動）,,"IPCV,111,民營訴,5,20241018,5"
654,智慧財產及商業法院,IPC,智慧財產及商業法院 110 年度 重附民上 字第 8 號刑事裁定,110,2021,重附民上,8,刑事,裁定,113.10.17,2024-10-17,違反營業秘密法等,,"IPCM,110,重附民上,8,20241017,2"
655,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智上重訴 字第 5 號刑事判決,113,2024,刑智上重訴,5,刑事,判決,113.10.17,2024-10-17,違反營業秘密法等,,"IPCM,113,刑智上重訴,5,20241017,2"
656,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲上 字第 17 號民事裁定,113,2024,民聲上,17,民事,裁定,113.10.07,2024-10-07,營業秘密限制閱覽等,,"IPCV,113,民聲上,17,20241007,1"
657,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民營訴 字第 6 號民事裁定,113,2024,民營訴,6,民事,裁定,113.10.04,2024-10-04,營業秘密損害賠償等,,"IPCV,113,民營訴,6,20241004,1"
658,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 刑智上訴 字第 10 號刑事判決,112,2023,刑智上訴,10,刑事,判決,113.10.01,2024-10-01,違反營業秘密法等,,"IPCM,112,刑智上訴,10,20241001,1"
659,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲 字第 41 號民事裁定,113,2024,民聲,41,民事,裁定,113.09.30,2024-09-30,營業秘密限制閱覽,,"IPCV,113,民聲,41,20240930,1"
660,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 刑營訴 字第 1 號刑事判決,112,2023,刑營訴,1,刑事,判決,113.09.30,2024-09-30,違反營業秘密法等,,"IPCM,112,刑營訴,1,20240930,3"
661,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 刑營訴 字第 1 號刑事裁定,112,2023,刑營訴,1,刑事,裁定,113.09.30,2024-09-30,違反營業秘密法等,,"IPCM,112,刑營訴,1,20240930,1"
662,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲 字第 50 號民事裁定,113,2024,民聲,50,民事,裁定,113.09.27,2024-09-27,營業秘密限制閱覽,,"IPCV,113,民聲,50,20240927,1"
663,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲 字第 47 號民事裁定,113,2024,民聲,47,民事,裁定,113.09.27,2024-09-27,營業秘密限制閱覽,,"IPCV,113,民聲,47,20240927,1"
664,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營抗 字第 7 號刑事裁定,113,2024,刑營抗,7,刑事,裁定,113.09.27,2024-09-27,違反營業秘密法等,,"IPCM,113,刑營抗,7,20240927,1"
665,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民營上 字第 2 號民事判決,112,2023,民營上,2,民事,判決,113.09.26,2024-09-26,營業秘密損害賠償等,,"IPCV,112,民營上,2,20240926,2"
666,智慧財產及商業法院,IPC,智慧財產及商業法院 110 年度 重附民上 字第 8 號刑事判決,110,2021,重附民上,8,刑事,判決,113.09.24,2024-09-24,違反營業秘密法等,,"IPCM,110,重附民上,8,20240924,1"
667,智慧財產及商業法院,IPC,智慧財產及商業法院 110 年度 刑智上重訴 字第 7 號刑事判決,110,2021,刑智上重訴,7,刑事,判決,113.09.24,2024-09-24,違反營業秘密法等,,"IPCM,110,刑智上重訴,7,20240924,3"
668,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營聲 字第 10 號刑事裁定,113,2024,刑營聲,10,刑事,裁定,113.09.18,2024-09-18,營業秘密限制閱覽,,"IPCM,113,刑營聲,10,20240918,1"
669,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 6 號刑事裁定,113,2024,刑營訴,6,刑事,裁定,113.09.16,2024-09-16,違反營業秘密法等,,"IPCM,113,刑營訴,6,20240916,1"
670,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營聲 字第 4 號刑事裁定,113,2024,刑營聲,4,刑事,裁定,113.09.06,2024-09-06,營業秘密限制閱覽,,"IPCM,113,刑營聲,4,20240906,1"
671,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 10 號刑事判決,113,2024,刑營訴,10,刑事,判決,113.09.06,2024-09-06,違反營業秘密法等,,"IPCM,113,刑營訴,10,20240906,1"
672,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營聲 字第 9 號刑事裁定,113,2024,刑營聲,9,刑事,裁定,113.09.03,2024-09-03,營業秘密限制閱覽,,"IPCM,113,刑營聲,9,20240903,1"
673,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智上重訴 字第 4 號刑事裁定,113,2024,刑智上重訴,4,刑事,裁定,113.09.02,2024-09-02,違反營業秘密法等,,"IPCM,113,刑智上重訴,4,20240902,1"
674,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲上 字第 19 號民事裁定,113,2024,民聲上,19,民事,裁定,113.08.30,2024-08-30,營業秘密限制閱覽,,"IPCV,113,民聲上,19,20240830,1"
675,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民聲 字第 36 號民事裁定,112,2023,民聲,36,民事,裁定,113.08.27,2024-08-27,營業秘密限制閱覽,,"IPCV,112,民聲,36,20240827,1"
676,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲上 字第 18 號民事裁定,113,2024,民聲上,18,民事,裁定,113.08.26,2024-08-26,營業秘密限制閱覽,,"IPCV,113,民聲上,18,20240826,1"
677,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民秘聲上 字第 12 號民事裁定,113,2024,民秘聲上,12,民事,裁定,113.08.26,2024-08-26,撤銷營業秘密限制閱覽,,"IPCV,113,民秘聲上,12,20240826,1"
678,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民營訴 字第 5 號民事判決,112,2023,民營訴,5,民事,判決,113.08.23,2024-08-23,營業秘密排除侵害等（勞動）,,"IPCV,112,民營訴,5,20240823,2"
679,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民營抗 字第 10 號民事裁定,113,2024,民營抗,10,民事,裁定,113.08.19,2024-08-19,營業秘密限制閱覽,,"IPCV,113,民營抗,10,20240819,1"
680,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民營訴 字第 7 號民事裁定,112,2023,民營訴,7,民事,裁定,113.08.12,2024-08-12,營業秘密損害賠償（勞動）,,"IPCV,112,民營訴,7,20240812,3"
681,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民營訴 字第 11 號民事裁定,113,2024,民營訴,11,民事,裁定,113.08.08,2024-08-08,營業秘密損害賠償等（勞動）,,"IPCV,113,民營訴,11,20240808,1"
682,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智上訴 字第 18 號刑事裁定,113,2024,刑智上訴,18,刑事,裁定,113.08.05,2024-08-05,違反營業秘密法,,"IPCM,113,刑智上訴,18,20240805,1"
683,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營聲 字第 6 號刑事裁定,113,2024,刑營聲,6,刑事,裁定,113.08.02,2024-08-02,營業秘密限制閱覽,,"IPCM,113,刑營聲,6,20240802,1"
684,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營聲 字第 5 號刑事裁定,113,2024,刑營聲,5,刑事,裁定,113.08.02,2024-08-02,營業秘密限制閱覽,,"IPCM,113,刑營聲,5,20240802,1"
685,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 14 號刑事裁定,113,2024,刑營訴,14,刑事,裁定,113.07.31,2024-07-31,違反營業秘密法等,,"IPCM,113,刑營訴,14,20240731,1"
686,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智聲 字第 8 號刑事裁定,113,2024,刑智聲,8,刑事,裁定,113.07.31,2024-07-31,營業秘密限制閱覽,,"IPCM,113,刑智聲,8,20240731,1"
687,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智聲 字第 27 號刑事裁定,113,2024,刑智聲,27,刑事,裁定,113.07.30,2024-07-30,營業秘密限制閱覽,,"IPCM,113,刑智聲,27,20240730,1"
688,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民營訴 字第 11 號民事裁定,112,2023,民營訴,11,民事,裁定,113.07.19,2024-07-19,營業秘密損害賠償等,,"IPCV,112,民營訴,11,20240719,1"
689,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民營抗 字第 6 號民事裁定,113,2024,民營抗,6,民事,裁定,113.07.19,2024-07-19,營業秘密限制閱覽,,"IPCV,113,民營抗,6,20240719,1"
690,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲 字第 9 號民事裁定,113,2024,民聲,9,民事,裁定,113.07.17,2024-07-17,營業秘密限制閱覽,,"IPCV,113,民聲,9,20240717,1"
691,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲 字第 8 號民事裁定,113,2024,民聲,8,民事,裁定,113.07.17,2024-07-17,營業秘密限制閱覽,,"IPCV,113,民聲,8,20240717,1"
692,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲 字第 7 號民事裁定,113,2024,民聲,7,民事,裁定,113.07.17,2024-07-17,營業秘密限制閱覽,,"IPCV,113,民聲,7,20240717,1"
693,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民營訴 字第 7 號民事判決,112,2023,民營訴,7,民事,判決,113.07.15,2024-07-15,營業秘密損害賠償（勞動）,,"IPCV,112,民營訴,7,20240715,2"
694,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智上重訴 字第 5 號刑事裁定,113,2024,刑智上重訴,5,刑事,裁定,113.07.08,2024-07-08,違反營業秘密法等,,"IPCM,113,刑智上重訴,5,20240708,1"
695,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲上 字第 11 號民事裁定,113,2024,民聲上,11,民事,裁定,113.07.04,2024-07-04,營業秘密限制閱覽,,"IPCV,113,民聲上,11,20240704,1"
696,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智聲 字第 21 號刑事裁定,113,2024,刑智聲,21,刑事,裁定,113.06.25,2024-06-25,營業秘密限制閱覽,,"IPCM,113,刑智聲,21,20240625,1"
697,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民營訴 字第 12 號民事裁定,113,2024,民營訴,12,民事,裁定,113.06.17,2024-06-17,營業秘密損害賠償等（勞動）,,"IPCV,113,民營訴,12,20240617,1"
698,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民營上 字第 2 號民事裁定,113,2024,民營上,2,民事,裁定,113.06.13,2024-06-13,營業秘密損害賠償等（勞動）,,"IPCV,113,民營上,2,20240613,1"
699,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 刑營訴 字第 1 號刑事裁定,112,2023,刑營訴,1,刑事,裁定,113.06.12,2024-06-12,違反營業秘密法等,,"IPCM,112,刑營訴,1,20240612,1"
700,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 刑營訴 字第 1 號刑事裁定,112,2023,刑營訴,1,刑事,裁定,113.06.11,2024-06-11,違反營業秘密法等,,"IPCM,112,刑營訴,1,20240611,2"
701,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智聲 字第 23 號刑事裁定,113,2024,刑智聲,23,刑事,裁定,113.06.07,2024-06-07,營業秘密限制閱覽,,"IPCM,113,刑智聲,23,20240607,1"
702,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲 字第 30 號民事裁定,113,2024,民聲,30,民事,裁定,113.06.05,2024-06-05,營業秘密限制閱覽,,"IPCV,113,民聲,30,20240605,2"
703,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營抗 字第 2 號刑事裁定,113,2024,刑營抗,2,刑事,裁定,113.05.31,2024-05-31,營業秘密限制閱覽,,"IPCM,113,刑營抗,2,20240531,1"
704,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 7 號刑事裁定,113,2024,刑營訴,7,刑事,裁定,113.05.30,2024-05-30,違反營業秘密法,,"IPCM,113,刑營訴,7,20240530,1"
705,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營訴 字第 9 號刑事裁定,113,2024,刑營訴,9,刑事,裁定,113.05.29,2024-05-29,違反營業秘密法,,"IPCM,113,刑營訴,9,20240529,1"
706,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民營訴 字第 10 號民事裁定,112,2023,民營訴,10,民事,裁定,113.05.28,2024-05-28,營業秘密損害賠償等,,"IPCV,112,民營訴,10,20240528,1"
707,智慧財產及商業法院,IPC,智慧財產及商業法院 108 年度 民營訴 字第 8 號民事判決,108,2019,民營訴,8,民事,判決,113.05.28,2024-05-28,營業秘密排除侵害等,,"IPCV,108,民營訴,8,20240528,4"
708,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智聲 字第 14 號刑事裁定,113,2024,刑智聲,14,刑事,裁定,113.05.24,2024-05-24,營業秘密限制閱覽,,"IPCM,113,刑智聲,14,20240524,1"
709,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲 字第 19 號民事裁定,113,2024,民聲,19,民事,裁定,113.05.23,2024-05-23,營業秘密限制閱覽,,"IPCV,113,民聲,19,20240523,1"
710,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲 字第 30 號民事裁定,113,2024,民聲,30,民事,裁定,113.05.22,2024-05-22,營業秘密限制閱覽,,"IPCV,113,民聲,30,20240522,1"
711,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲上 字第 13 號民事裁定,113,2024,民聲上,13,民事,裁定,113.05.17,2024-05-17,營業秘密限制閱覽,,"IPCV,113,民聲上,13,20240517,1"
712,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲 字第 29 號民事裁定,113,2024,民聲,29,民事,裁定,113.05.16,2024-05-16,營業秘密限制閱覽,,"IPCV,113,民聲,29,20240516,1"
713,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 刑智上重訴 字第 14 號刑事判決,112,2023,刑智上重訴,14,刑事,判決,113.05.16,2024-05-16,違反營業秘密法等,,"IPCM,112,刑智上重訴,14,20240516,1"
714,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營抗 字第 1 號刑事裁定,113,2024,刑營抗,1,刑事,裁定,113.05.14,2024-05-14,違反營業秘密法等,,"IPCM,113,刑營抗,1,20240514,1"
715,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲 字第 11 號民事裁定,113,2024,民聲,11,民事,裁定,113.05.13,2024-05-13,營業秘密限制閱覽等,,"IPCV,113,民聲,11,20240513,1"
716,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智聲 字第 17 號刑事裁定,113,2024,刑智聲,17,刑事,裁定,113.05.10,2024-05-10,營業秘密限制閱覽,,"IPCM,113,刑智聲,17,20240510,1"
717,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智聲 字第 15 號刑事裁定,113,2024,刑智聲,15,刑事,裁定,113.05.10,2024-05-10,營業秘密限制閱覽,,"IPCM,113,刑智聲,15,20240510,1"
718,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 刑營訴 字第 3 號刑事判決,112,2023,刑營訴,3,刑事,判決,113.05.03,2024-05-03,違反營業秘密法等,,"IPCM,112,刑營訴,3,20240503,1"
719,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 刑智上重訴 字第 10 號刑事判決,112,2023,刑智上重訴,10,刑事,判決,113.04.30,2024-04-30,違反營業秘密法等,,"IPCM,112,刑智上重訴,10,20240430,2"
720,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智聲 字第 11 號刑事裁定,113,2024,刑智聲,11,刑事,裁定,113.04.24,2024-04-24,營業秘密限制閱覽,,"IPCM,113,刑智聲,11,20240424,1"
721,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智上重訴 字第 2 號刑事裁定,113,2024,刑智上重訴,2,刑事,裁定,113.04.22,2024-04-22,違反營業秘密法,,"IPCM,113,刑智上重訴,2,20240422,1"
722,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民營訴 字第 8 號民事裁定,112,2023,民營訴,8,民事,裁定,113.04.17,2024-04-17,營業秘密損害賠償等（勞動）,,"IPCV,112,民營訴,8,20240417,2"
723,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民營抗 字第 4 號民事裁定,113,2024,民營抗,4,民事,裁定,113.04.16,2024-04-16,營業秘密限制閱覽,,"IPCV,113,民營抗,4,20240416,1"
724,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 刑智上重訴 字第 9 號刑事裁定,112,2023,刑智上重訴,9,刑事,裁定,113.04.12,2024-04-12,違反營業秘密法等,,"IPCM,112,刑智上重訴,9,20240412,1"
725,智慧財產及商業法院,IPC,智慧財產及商業法院 111 年度 民營上 字第 4 號民事判決,111,2022,民營上,4,民事,判決,113.04.11,2024-04-11,營業秘密損害賠償等（勞動）,,"IPCV,111,民營上,4,20240411,1"
726,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民營抗 字第 3 號民事裁定,113,2024,民營抗,3,民事,裁定,113.04.10,2024-04-10,營業秘密限制閱覽,,"IPCV,113,民營抗,3,20240410,1"
727,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民營訴 字第 4 號民事裁定,112,2023,民營訴,4,民事,裁定,113.04.08,2024-04-08,營業秘密損害賠償等,,"IPCV,112,民營訴,4,20240408,1"
728,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民營抗 字第 1 號民事裁定,113,2024,民營抗,1,民事,裁定,113.04.08,2024-04-08,營業秘密損害賠償等（勞動）,,"IPCV,113,民營抗,1,20240408,1"
729,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑營聲 字第 1 號刑事裁定,113,2024,刑營聲,1,刑事,裁定,113.04.02,2024-04-02,營業秘密限制閱覽,,"IPCM,113,刑營聲,1,20240402,1"
730,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民營更一 字第 1 號民事裁定,112,2023,民營更一,1,民事,裁定,113.04.01,2024-04-01,營業秘密排除侵害等（勞動）,,"IPCV,112,民營更一,1,20240401,2"
731,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲上 字第 3 號民事裁定,113,2024,民聲上,3,民事,裁定,113.03.27,2024-03-27,營業秘密限制閱覽,,"IPCV,113,民聲上,3,20240327,1"
732,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲 字第 17 號民事裁定,113,2024,民聲,17,民事,裁定,113.03.26,2024-03-26,營業秘密限制閱覽,,"IPCV,113,民聲,17,20240326,1"
733,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲 字第 16 號民事裁定,113,2024,民聲,16,民事,裁定,113.03.26,2024-03-26,營業秘密限制閱覽,,"IPCV,113,民聲,16,20240326,1"
734,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民聲 字第 26 號民事裁定,112,2023,民聲,26,民事,裁定,113.03.22,2024-03-22,營業秘密限制閱覽,,"IPCV,112,民聲,26,20240322,2"
735,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智聲 字第 10 號刑事裁定,113,2024,刑智聲,10,刑事,裁定,113.03.22,2024-03-22,營業秘密限制閱覽,,"IPCM,113,刑智聲,10,20240322,1"
736,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民營訴 字第 1 號民事判決,112,2023,民營訴,1,民事,判決,113.03.12,2024-03-12,營業秘密損害賠償（勞動）,,"IPCV,112,民營訴,1,20240312,2"
737,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民聲 字第 30 號民事裁定,112,2023,民聲,30,民事,裁定,113.03.06,2024-03-06,營業秘密限制閱覽,,"IPCV,112,民聲,30,20240306,1"
738,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民聲 字第 14 號民事裁定,112,2023,民聲,14,民事,裁定,113.02.29,2024-02-29,營業秘密限制閱覽,,"IPCV,112,民聲,14,20240229,2"
739,智慧財產及商業法院,IPC,智慧財產及商業法院 111 年度 民營訴 字第 9 號民事判決,111,2022,民營訴,9,民事,判決,113.02.27,2024-02-27,營業秘密排除侵害等（勞動）,,"IPCV,111,民營訴,9,20240227,1"
740,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 民聲 字第 4 號民事裁定,113,2024,民聲,4,民事,裁定,113.02.23,2024-02-23,營業秘密限制閱覽,,"IPCV,113,民聲,4,20240223,1"
741,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 刑智上重訴 字第 6 號刑事裁定,112,2023,刑智上重訴,6,刑事,裁定,113.02.22,2024-02-22,違反營業秘密法,,"IPCM,112,刑智上重訴,6,20240222,1"
742,智慧財產及商業法院,IPC,智慧財產及商業法院 113 年度 刑智聲 字第 1 號刑事裁定,113,2024,刑智聲,1,刑事,裁定,113.02.02,2024-02-02,營業秘密限制閱覽,,"IPCM,113,刑智聲,1,20240202,1"
743,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 刑智抗 字第 10 號刑事裁定,112,2023,刑智抗,10,刑事,裁定,113.01.25,2024-01-25,營業秘密限制閱覽,,"IPCM,112,刑智抗,10,20240125,1"
744,智慧財產及商業法院,IPC,智慧財產及商業法院 111 年度 民營訴 字第 1 號民事裁定,111,2022,民營訴,1,民事,裁定,113.01.24,2024-01-24,營業秘密損害賠償,,"IPCV,111,民營訴,1,20240124,3"
745,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 刑智抗 字第 22 號刑事裁定,112,2023,刑智抗,22,刑事,裁定,113.01.15,2024-01-15,營業秘密限制閱覽,,"IPCM,112,刑智抗,22,20240115,1"
746,智慧財產及商業法院,IPC,智慧財產及商業法院 111 年度 民營訴 字第 5 號民事裁定,111,2022,民營訴,5,民事,裁定,113.01.12,2024-01-12,營業秘密損害賠償等（勞動）,,"IPCV,111,民營訴,5,20240112,3"
747,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 刑智抗 字第 21 號刑事裁定,112,2023,刑智抗,21,刑事,裁定,113.01.05,2024-01-05,營業秘密限制閱覽,,"IPCM,112,刑智抗,21,20240105,1"
748,智慧財產及商業法院,IPC,智慧財產及商業法院 108 年度 民營訴 字第 8 號民事裁定,108,2019,民營訴,8,民事,裁定,113.01.04,2024-01-04,營業秘密排除侵害等,,"IPCV,108,民營訴,8,20240104,3"
749,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 刑智上重訴 字第 10 號刑事裁定,112,2023,刑智上重訴,10,刑事,裁定,113.01.03,2024-01-03,違反營業秘密法等,,"IPCM,112,刑智上重訴,10,20240103,1"
750,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民聲 字第 15 號民事裁定,112,2023,民聲,15,民事,裁定,113.01.03,2024-01-03,營業秘密限制閱覽,,"IPCV,112,民聲,15,20240103,2"
751,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 民營上 字第 4 號民事裁定,112,2023,民營上,4,民事,裁定,113.01.02,2024-01-02,營業秘密排除侵害等（勞動）,,"IPCV,112,民營上,4,20240102,1"
752,智慧財產及商業法院,IPC,智慧財產及商業法院 112 年度 刑智上重訴 字第 12 號刑事裁定,112,2023,刑智上重訴,12,刑事,裁定,113.01.02,2024-01-02,違反營業秘密法等,,"IPCM,112,刑智上重訴,12,20240102,1"
753,智慧財產及商業法院,IPC,智慧財產及商業法院 111 年度 民營更一 字第 1 號民事裁定,111,2022,民營更一,1,民事,裁定,113.01.02,2024-01-02,營業秘密損害賠償等（勞動）,,"IPCV,111,民營更一,1,20240102,2"
